,pokedex_number,image_url,name,types,abilities,base_stats
377,#0378,/pokedex-sv/icon/new/378.png,Regice,['ice'],"Clear Body, Ice Body","['80', '50', '100', '100', '200', '50']"
378,#0379,/pokedex-sv/icon/new/379.png,Registeel,['steel'],"Clear Body, Light Metal","['80', '75', '150', '75', '150', '50']"
379,#0380,/pokedex-sv/icon/new/380.png,Latias,"['dragon', 'psychic']",Levitate,"['80', '80', '90', '110', '130', '110']"
380,#0381,/pokedex-sv/icon/new/381.png,Latios,"['dragon', 'psychic']",Levitate,"['80', '90', '80', '130', '110', '110']"
381,#0382,/pokedex-sv/icon/new/382.png,Kyogre,['water'],Drizzle,"['100', '100', '90', '150', '140', '90']"
382,#0383,/pokedex-sv/icon/new/383.png,Groudon,['ground'],Drought,"['100', '150', '140', '100', '90', '90']"
383,#0384,/pokedex-sv/icon/new/384.png,Rayquaza,"['dragon', 'flying']",Air Lock,"['105', '150', '90', '150', '90', '95']"
384,#0385,/pokedex-sv/icon/new/385.png,Jirachi,"['steel', 'psychic']",Serene Grace,"['100', '100', '100', '100', '100', '100']"
385,#0386,/pokedex-sv/icon/new/386.png,Deoxys,['psychic'],Pressure,"['50', '150', '50', '150', '50', '150']"
386,#0387,/pokedex-sv/icon/new/387.png,Turtwig,['grass'],"Overgrow, Shell Armor","['55', '68', '64', '45', '55', '31']"
387,#0388,/pokedex-sv/icon/new/388.png,Grotle,['grass'],"Overgrow, Shell Armor","['75', '89', '85', '55', '65', '36']"
388,#0389,/pokedex-sv/icon/new/389.png,Torterra,"['grass', 'ground']","Overgrow, Shell Armor","['95', '109', '105', '75', '85', '56']"
389,#0390,/pokedex-sv/icon/new/390.png,Chimchar,['fire'],"Blaze, Iron Fist","['44', '58', '44', '58', '44', '61']"
390,#0391,/pokedex-sv/icon/new/391.png,Monferno,"['fire', 'fighting']","Blaze, Iron Fist","['64', '78', '52', '78', '52', '81']"
391,#0392,/pokedex-sv/icon/new/392.png,Infernape,"['fire', 'fighting']","Blaze, Iron Fist","['76', '104', '71', '104', '71', '108']"
392,#0393,/pokedex-sv/icon/new/393.png,Piplup,['water'],"Torrent, Competitive","['53', '51', '53', '61', '56', '40']"
393,#0394,/pokedex-sv/icon/new/394.png,Prinplup,['water'],"Torrent, Competitive","['64', '66', '68', '81', '76', '50']"
394,#0395,/pokedex-sv/icon/new/395.png,Empoleon,"['water', 'steel']","Torrent, Competitive","['84', '86', '88', '111', '101', '60']"
395,#0396,/pokedex-sv/icon/new/396.png,Starly,"['normal', 'flying']","Keen Eye, Reckless","['40', '55', '30', '30', '30', '60']"
396,#0397,/pokedex-sv/icon/new/397.png,Staravia,"['normal', 'flying']","Intimidate, Reckless","['55', '75', '50', '40', '40', '80']"
397,#0398,/pokedex-sv/icon/new/398.png,Staraptor,"['normal', 'flying']","Intimidate, Reckless","['85', '120', '70', '50', '60', '100']"
398,#0399,/pokedex-sv/icon/new/399.png,Bidoof,['normal'],"Simple, Unaware, Moody","['59', '45', '40', '35', '40', '31']"
399,#0400,/pokedex-sv/icon/new/400.png,Bibarel,"['normal', 'water']","Simple, Unaware, Moody","['79', '85', '60', '55', '60', '71']"
400,#0401,/pokedex-sv/icon/new/401.png,Kricketot,['bug'],"Shed Skin, Run Away","['37', '25', '41', '25', '41', '25']"
401,#0402,/pokedex-sv/icon/new/402.png,Kricketune,['bug'],"Swarm, Technician","['77', '85', '51', '55', '51', '65']"
402,#0403,/pokedex-sv/icon/new/403.png,Shinx,['electric'],"Rivalry, Intimidate, Guts","['45', '65', '34', '40', '34', '45']"
403,#0404,/pokedex-sv/icon/new/404.png,Luxio,['electric'],"Rivalry, Intimidate, Guts","['60', '85', '49', '60', '49', '60']"
404,#0405,/pokedex-sv/icon/new/405.png,Luxray,['electric'],"Rivalry, Intimidate, Guts","['80', '120', '79', '95', '79', '70']"
405,#0406,/pokedex-sv/icon/new/406.png,Budew,"['grass', 'poison']","Natural Cure, Poison Point, Leaf Guard","['40', '30', '35', '50', '70', '55']"
406,#0407,/pokedex-sv/icon/new/407.png,Roserade,"['grass', 'poison']","Natural Cure, Poison Point, Technician","['60', '70', '65', '125', '105', '90']"
407,#0408,/pokedex-sv/icon/new/408.png,Cranidos,['rock'],"Mold Breaker, Sheer Force","['67', '125', '40', '30', '30', '58']"
408,#0409,/pokedex-sv/icon/new/409.png,Rampardos,['rock'],"Mold Breaker, Sheer Force","['97', '165', '60', '65', '50', '58']"
409,#0410,/pokedex-sv/icon/new/410.png,Shieldon,"['rock', 'steel']","Sturdy, Soundproof","['30', '42', '118', '42', '88', '30']"
410,#0411,/pokedex-sv/icon/new/411.png,Bastiodon,"['rock', 'steel']","Sturdy, Soundproof","['60', '52', '168', '47', '138', '30']"
411,#0412,/pokedex-sv/icon/new/412.png,Burmy,['bug'],"Shed Skin, Overcoat","['40', '29', '45', '29', '45', '36']"
412,#0413,/pokedex-sv/icon/new/413.png,Wormadam,"['bug', 'grass']","Anticipation, Overcoat","['60', '59', '85', '79', '105', '36']"
413,#0414,/pokedex-sv/icon/new/414.png,Mothim,"['bug', 'flying']","Swarm, Tinted Lens","['70', '94', '50', '94', '50', '66']"
414,#0415,/pokedex-sv/icon/new/415.png,Combee,"['bug', 'flying']","Honey Gather, Hustle","['30', '30', '42', '30', '42', '70']"
415,#0416,/pokedex-sv/icon/new/416.png,Vespiquen,"['bug', 'flying']","Pressure, Unnerve","['70', '80', '102', '80', '102', '40']"
416,#0417,/pokedex-sv/icon/new/417.png,Pachirisu,['electric'],"Run Away, Pickup, Volt Absorb","['60', '45', '70', '45', '90', '95']"
417,#0418,/pokedex-sv/icon/new/418.png,Buizel,['water'],"Swift Swim, Water Veil","['55', '65', '35', '60', '30', '85']"
418,#0419,/pokedex-sv/icon/new/419.png,Floatzel,['water'],"Swift Swim, Water Veil","['85', '105', '55', '85', '50', '115']"
419,#0420,/pokedex-sv/icon/new/420.png,Cherubi,['grass'],Chlorophyll,"['45', '35', '45', '62', '53', '35']"
420,#0421,/pokedex-sv/icon/new/421.png,Cherrim,['grass'],Flower Gift,"['70', '60', '70', '87', '78', '85']"
421,#0422,/pokedex-sv/icon/new/422.png,Shellos,['water'],"Sticky Hold, Storm Drain, Sand Force","['76', '48', '48', '57', '62', '34']"
422,#0423,/pokedex-sv/icon/new/423.png,Gastrodon,"['water', 'ground']","Sticky Hold, Storm Drain, Sand Force","['111', '83', '68', '92', '82', '39']"
423,#0424,/pokedex-sv/icon/new/424.png,Ambipom,['normal'],"Technician, Pickup, Skill Link","['75', '100', '66', '60', '66', '115']"
424,#0425,/pokedex-sv/icon/new/425.png,Drifloon,"['ghost', 'flying']","Aftermath, Unburden, Flare Boost","['90', '50', '34', '60', '44', '70']"
425,#0426,/pokedex-sv/icon/new/426.png,Drifblim,"['ghost', 'flying']","Aftermath, Unburden, Flare Boost","['150', '80', '44', '90', '54', '80']"
426,#0427,/pokedex-sv/icon/new/427.png,Buneary,['normal'],"Run Away, Klutz, Limber","['55', '66', '44', '44', '56', '85']"
427,#0428,/pokedex-sv/icon/new/428.png,Lopunny,['normal'],"Cute Charm, Klutz, Limber","['65', '76', '84', '54', '96', '105']"
428,#0429,/pokedex-sv/icon/new/429.png,Mismagius,['ghost'],Levitate,"['60', '60', '60', '105', '105', '105']"
429,#0430,/pokedex-sv/icon/new/430.png,Honchkrow,"['dark', 'flying']","Insomnia, Super Luck, Moxie","['100', '125', '52', '105', '52', '71']"
430,#0431,/pokedex-sv/icon/new/431.png,Glameow,['normal'],"Limber, Own Tempo, Keen Eye","['49', '55', '42', '42', '37', '85']"
431,#0432,/pokedex-sv/icon/new/432.png,Purugly,['normal'],"Thick Fat, Own Tempo, Defiant","['71', '82', '64', '64', '59', '112']"
432,#0433,/pokedex-sv/icon/new/433.png,Chingling,['psychic'],Levitate,"['45', '30', '50', '65', '50', '45']"
433,#0434,/pokedex-sv/icon/new/434.png,Stunky,"['poison', 'dark']","Stench, Aftermath, Keen Eye","['63', '63', '47', '41', '41', '74']"
434,#0435,/pokedex-sv/icon/new/435.png,Skuntank,"['poison', 'dark']","Stench, Aftermath, Keen Eye","['103', '93', '67', '71', '61', '84']"
435,#0436,/pokedex-sv/icon/new/436.png,Bronzor,"['steel', 'psychic']","Levitate, Heatproof, Heavy Metal","['57', '24', '86', '24', '86', '23']"
436,#0437,/pokedex-sv/icon/new/437.png,Bronzong,"['steel', 'psychic']","Levitate, Heatproof, Heavy Metal","['67', '89', '116', '79', '116', '33']"
437,#0438,/pokedex-sv/icon/new/438.png,Bonsly,['rock'],"Sturdy, Rock Head, Rattled","['50', '80', '95', '10', '45', '10']"
438,#0439,/pokedex-sv/icon/new/439.png,Mime Jr.,"['psychic', 'fairy']","Soundproof, Filter, Technician","['20', '25', '45', '70', '90', '60']"
439,#0440,/pokedex-sv/icon/new/440.png,Happiny,['normal'],"Natural Cure, Serene Grace, Friend Guard","['100', '5', '5', '15', '65', '30']"
440,#0441,/pokedex-sv/icon/new/441.png,Chatot,"['normal', 'flying']","Keen Eye, Tangled Feet, Big Pecks","['76', '65', '45', '92', '42', '91']"
441,#0442,/pokedex-sv/icon/new/442.png,Spiritomb,"['ghost', 'dark']","Pressure, Infiltrator","['50', '92', '108', '92', '108', '35']"
442,#0443,/pokedex-sv/icon/new/443.png,Gible,"['dragon', 'ground']","Sand Veil, Rough Skin","['58', '70', '45', '40', '45', '42']"
443,#0444,/pokedex-sv/icon/new/444.png,Gabite,"['dragon', 'ground']","Sand Veil, Rough Skin","['68', '90', '65', '50', '55', '82']"
444,#0445,/pokedex-sv/icon/new/445.png,Garchomp,"['dragon', 'ground']","Sand Veil, Rough Skin","['108', '130', '95', '80', '85', '102']"
445,#0446,/pokedex-sv/icon/new/446.png,Munchlax,['normal'],"Pickup, Thick Fat, Gluttony","['135', '85', '40', '40', '85', '5']"
446,#0447,/pokedex-sv/icon/new/447.png,Riolu,['fighting'],"Steadfast, Inner Focus, Prankster","['40', '70', '40', '35', '40', '60']"
447,#0448,/pokedex-sv/icon/new/448.png,Lucario,"['fighting', 'steel']","Steadfast, Inner Focus, Justified","['70', '110', '70', '115', '70', '90']"
448,#0449,/pokedex-sv/icon/new/449.png,Hippopotas,['ground'],"Sand Stream, Sand Force","['68', '72', '78', '38', '42', '32']"
449,#0450,/pokedex-sv/icon/new/450.png,Hippowdon,['ground'],"Sand Stream, Sand Force","['108', '112', '118', '68', '72', '47']"
450,#0451,/pokedex-sv/icon/new/451.png,Skorupi,"['poison', 'bug']","Battle Armor, Sniper, Keen Eye","['40', '50', '90', '30', '55', '65']"
451,#0452,/pokedex-sv/icon/new/452.png,Drapion,"['poison', 'dark']","Battle Armor, Sniper, Keen Eye","['70', '90', '110', '60', '75', '95']"
452,#0453,/pokedex-sv/icon/new/453.png,Croagunk,"['poison', 'fighting']","Anticipation, Dry Skin, Poison Touch","['48', '61', '40', '61', '40', '50']"
453,#0454,/pokedex-sv/icon/new/454.png,Toxicroak,"['poison', 'fighting']","Anticipation, Dry Skin, Poison Touch","['83', '106', '65', '86', '65', '85']"
454,#0455,/pokedex-sv/icon/new/455.png,Carnivine,['grass'],Levitate,"['74', '100', '72', '90', '72', '46']"
455,#0456,/pokedex-sv/icon/new/456.png,Finneon,['water'],"Swift Swim, Storm Drain, Water Veil","['49', '49', '56', '49', '61', '66']"
456,#0457,/pokedex-sv/icon/new/457.png,Lumineon,['water'],"Swift Swim, Storm Drain, Water Veil","['69', '69', '76', '69', '86', '91']"
457,#0458,/pokedex-sv/icon/new/458.png,Mantyke,"['water', 'flying']","Swift Swim, Water Absorb, Water Veil","['45', '20', '50', '60', '120', '50']"
458,#0459,/pokedex-sv/icon/new/459.png,Snover,"['grass', 'ice']","Snow Warning, Soundproof","['60', '62', '50', '62', '60', '40']"
459,#0460,/pokedex-sv/icon/new/460.png,Abomasnow,"['grass', 'ice']","Snow Warning, Soundproof","['90', '92', '75', '92', '85', '60']"
460,#0461,/pokedex-sv/icon/new/461.png,Weavile,"['dark', 'ice']","Pressure, Pickpocket","['70', '120', '65', '45', '85', '125']"
461,#0462,/pokedex-sv/icon/new/462.png,Magnezone,"['electric', 'steel']","Magnet Pull, Sturdy, Analytic","['70', '70', '115', '130', '90', '60']"
462,#0463,/pokedex-sv/icon/new/463.png,Lickilicky,['normal'],"Own Tempo, Oblivious, Cloud Nine","['110', '85', '95', '80', '95', '50']"
463,#0464,/pokedex-sv/icon/new/464.png,Rhyperior,"['ground', 'rock']","Lightning Rod, Solid Rock, Reckless","['115', '140', '130', '55', '55', '40']"
464,#0465,/pokedex-sv/icon/new/465.png,Tangrowth,['grass'],"Chlorophyll, Leaf Guard, Regenerator","['100', '100', '125', '110', '50', '50']"
465,#0466,/pokedex-sv/icon/new/466.png,Electivire,['electric'],"Motor Drive, Vital Spirit","['75', '123', '67', '95', '85', '95']"
466,#0467,/pokedex-sv/icon/new/467.png,Magmortar,['fire'],"Flame Body, Vital Spirit","['75', '95', '67', '125', '95', '83']"
467,#0468,/pokedex-sv/icon/new/468.png,Togekiss,"['fairy', 'flying']","Hustle, Serene Grace, Super Luck","['85', '50', '95', '120', '115', '80']"
468,#0469,/pokedex-sv/icon/new/469.png,Yanmega,"['bug', 'flying']","Speed Boost, Tinted Lens, Frisk","['86', '76', '86', '116', '56', '95']"
469,#0470,/pokedex-sv/icon/new/470.png,Leafeon,['grass'],"Leaf Guard, Chlorophyll","['65', '110', '130', '60', '65', '95']"
470,#0471,/pokedex-sv/icon/new/471.png,Glaceon,['ice'],"Snow Cloak, Ice Body","['65', '60', '110', '130', '95', '65']"
471,#0472,/pokedex-sv/icon/new/472.png,Gliscor,"['ground', 'flying']","Hyper Cutter, Sand Veil, Poison Heal","['75', '95', '125', '45', '75', '95']"
472,#0473,/pokedex-sv/icon/new/473.png,Mamoswine,"['ice', 'ground']","Oblivious, Snow Cloak, Thick Fat","['110', '130', '80', '70', '60', '80']"
473,#0474,/pokedex-sv/icon/new/474.png,Porygon-Z,['normal'],"Adaptability, Download, Analytic","['85', '80', '70', '135', '75', '90']"
474,#0475,/pokedex-sv/icon/new/475.png,Gallade,"['psychic', 'fighting']","Steadfast, Sharpness, Justified","['68', '125', '65', '65', '115', '80']"
475,#0476,/pokedex-sv/icon/new/476.png,Probopass,"['rock', 'steel']","Sturdy, Magnet Pull, Sand Force","['60', '55', '145', '75', '150', '40']"
476,#0477,/pokedex-sv/icon/new/477.png,Dusknoir,['ghost'],"Pressure, Frisk","['45', '100', '135', '65', '135', '45']"
477,#0478,/pokedex-sv/icon/new/478.png,Froslass,"['ice', 'ghost']","Snow Cloak, Cursed Body","['70', '80', '70', '80', '70', '110']"
478,#0479,/pokedex-sv/icon/new/479.png,Rotom,"['electric', 'ghost']",Levitate,"['50', '50', '77', '95', '77', '91']"
479,#0480,/pokedex-sv/icon/new/480.png,Uxie,['psychic'],Levitate,"['75', '75', '130', '75', '130', '95']"
480,#0481,/pokedex-sv/icon/new/481.png,Mesprit,['psychic'],Levitate,"['80', '105', '105', '105', '105', '80']"
481,#0482,/pokedex-sv/icon/new/482.png,Azelf,['psychic'],Levitate,"['75', '125', '70', '125', '70', '115']"
482,#0483,/pokedex-sv/icon/new/483.png,Dialga,"['steel', 'dragon']","Pressure, Telepathy","['100', '120', '120', '150', '100', '90']"
483,#0484,/pokedex-sv/icon/new/484.png,Palkia,"['water', 'dragon']","Pressure, Telepathy","['90', '120', '100', '150', '120', '100']"
484,#0485,/pokedex-sv/icon/new/485.png,Heatran,"['fire', 'steel']","Flash Fire, Flame Body","['91', '90', '106', '130', '106', '77']"
485,#0486,/pokedex-sv/icon/new/486.png,Regigigas,['normal'],Slow Start,"['110', '160', '110', '80', '110', '100']"
486,#0487,/pokedex-sv/icon/new/487.png,Giratina,"['ghost', 'dragon']","Pressure, Telepathy","['150', '100', '120', '100', '120', '90']"
487,#0488,/pokedex-sv/icon/new/488.png,Cresselia,['psychic'],Levitate,"['120', '70', '110', '75', '120', '85']"
488,#0489,/pokedex-sv/icon/new/489.png,Phione,['water'],Hydration,"['80', '80', '80', '80', '80', '80']"
489,#0490,/pokedex-sv/icon/new/490.png,Manaphy,['water'],Hydration,"['100', '100', '100', '100', '100', '100']"
490,#0491,/pokedex-sv/icon/new/491.png,Darkrai,['dark'],Bad Dreams,"['70', '90', '90', '135', '90', '125']"
491,#0492,/pokedex-sv/icon/new/492.png,Shaymin,['grass'],Natural Cure,"['100', '100', '100', '100', '100', '100']"
492,#0493,/pokedex-sv/icon/new/493.png,Arceus,['normal'],Multitype,"['120', '120', '120', '120', '120', '120']"
493,#0494,/pokedex-sv/icon/new/494.png,Victini,"['psychic', 'fire']",Victory Star,"['100', '100', '100', '100', '100', '100']"
494,#0495,/pokedex-sv/icon/new/495.png,Snivy,['grass'],"Overgrow, Contrary","['45', '45', '55', '45', '55', '63']"
495,#0496,/pokedex-sv/icon/new/496.png,Servine,['grass'],"Overgrow, Contrary","['60', '60', '75', '60', '75', '83']"
496,#0497,/pokedex-sv/icon/new/497.png,Serperior,['grass'],"Overgrow, Contrary","['75', '75', '95', '75', '95', '113']"
497,#0498,/pokedex-sv/icon/new/498.png,Tepig,['fire'],"Blaze, Thick Fat","['65', '63', '45', '45', '45', '45']"
498,#0499,/pokedex-sv/icon/new/499.png,Pignite,"['fire', 'fighting']","Blaze, Thick Fat","['90', '93', '55', '70', '55', '55']"
499,#0500,/pokedex-sv/icon/new/500.png,Emboar,"['fire', 'fighting']","Blaze, Reckless","['110', '123', '65', '100', '65', '65']"
500,#0501,/pokedex-sv/icon/new/501.png,Oshawott,['water'],"Torrent, Shell Armor","['55', '55', '45', '63', '45', '45']"
501,#0502,/pokedex-sv/icon/new/502.png,Dewott,['water'],"Torrent, Shell Armor","['75', '75', '60', '83', '60', '60']"
502,#0503,/pokedex-sv/icon/new/503.png,Samurott,['water'],"Torrent, Shell Armor","['95', '100', '85', '108', '70', '70']"
503,#0504,/pokedex-sv/icon/new/504.png,Patrat,['normal'],"Run Away, Keen Eye, Analytic","['45', '55', '39', '35', '39', '42']"
504,#0505,/pokedex-sv/icon/new/505.png,Watchog,['normal'],"Illuminate, Keen Eye, Analytic","['60', '85', '69', '60', '69', '77']"
505,#0506,/pokedex-sv/icon/new/506.png,Lillipup,['normal'],"Vital Spirit, Pickup, Run Away","['45', '60', '45', '25', '45', '55']"
506,#0507,/pokedex-sv/icon/new/507.png,Herdier,['normal'],"Intimidate, Sand Rush, Scrappy","['65', '80', '65', '35', '65', '60']"
507,#0508,/pokedex-sv/icon/new/508.png,Stoutland,['normal'],"Intimidate, Sand Rush, Scrappy","['85', '110', '90', '45', '90', '80']"
508,#0509,/pokedex-sv/icon/new/509.png,Purrloin,['dark'],"Limber, Unburden, Prankster","['41', '50', '37', '50', '37', '66']"
509,#0510,/pokedex-sv/icon/new/510.png,Liepard,['dark'],"Limber, Unburden, Prankster","['64', '88', '50', '88', '50', '106']"
510,#0511,/pokedex-sv/icon/new/511.png,Pansage,['grass'],"Gluttony, Overgrow","['50', '53', '48', '53', '48', '64']"
511,#0512,/pokedex-sv/icon/new/512.png,Simisage,['grass'],"Gluttony, Overgrow","['75', '98', '63', '98', '63', '101']"
512,#0513,/pokedex-sv/icon/new/513.png,Pansear,['fire'],"Gluttony, Blaze","['50', '53', '48', '53', '48', '64']"
513,#0514,/pokedex-sv/icon/new/514.png,Simisear,['fire'],"Gluttony, Blaze","['75', '98', '63', '98', '63', '101']"
514,#0515,/pokedex-sv/icon/new/515.png,Panpour,['water'],"Gluttony, Torrent","['50', '53', '48', '53', '48', '64']"
515,#0516,/pokedex-sv/icon/new/516.png,Simipour,['water'],"Gluttony, Torrent","['75', '98', '63', '98', '63', '101']"
516,#0517,/pokedex-sv/icon/new/517.png,Munna,['psychic'],"Forewarn, Synchronize, Telepathy","['76', '25', '45', '67', '55', '24']"
517,#0518,/pokedex-sv/icon/new/518.png,Musharna,['psychic'],"Forewarn, Synchronize, Telepathy","['116', '55', '85', '107', '95', '29']"
518,#0519,/pokedex-sv/icon/new/519.png,Pidove,"['normal', 'flying']","Big Pecks, Super Luck, Rivalry","['50', '55', '50', '36', '30', '43']"
519,#0520,/pokedex-sv/icon/new/520.png,Tranquill,"['normal', 'flying']","Big Pecks, Super Luck, Rivalry","['62', '77', '62', '50', '42', '65']"
520,#0521,/pokedex-sv/icon/new/521.png,Unfezant,"['normal', 'flying']","Big Pecks, Super Luck, Rivalry","['80', '115', '80', '65', '55', '93']"
521,#0522,/pokedex-sv/icon/new/522.png,Blitzle,['electric'],"Lightning Rod, Motor Drive, Sap Sipper","['45', '60', '32', '50', '32', '76']"
522,#0523,/pokedex-sv/icon/new/523.png,Zebstrika,['electric'],"Lightning Rod, Motor Drive, Sap Sipper","['75', '100', '63', '80', '63', '116']"
523,#0524,/pokedex-sv/icon/new/524.png,Roggenrola,['rock'],"Sturdy, Weak Armor, Sand Force","['55', '75', '85', '25', '25', '15']"
524,#0525,/pokedex-sv/icon/new/525.png,Boldore,['rock'],"Sturdy, Weak Armor, Sand Force","['70', '105', '105', '50', '40', '20']"
525,#0526,/pokedex-sv/icon/new/526.png,Gigalith,['rock'],"Sturdy, Sand Stream, Sand Force","['85', '135', '130', '60', '80', '25']"
526,#0527,/pokedex-sv/icon/new/527.png,Woobat,"['psychic', 'flying']","Unaware, Klutz, Simple","['65', '45', '43', '55', '43', '72']"
527,#0528,/pokedex-sv/icon/new/528.png,Swoobat,"['psychic', 'flying']","Unaware, Klutz, Simple","['67', '57', '55', '77', '55', '114']"
528,#0529,/pokedex-sv/icon/new/529.png,Drilbur,['ground'],"Sand Rush, Sand Force, Mold Breaker","['60', '85', '40', '30', '45', '68']"
529,#0530,/pokedex-sv/icon/new/530.png,Excadrill,"['ground', 'steel']","Sand Rush, Sand Force, Mold Breaker","['110', '135', '60', '50', '65', '88']"
530,#0531,/pokedex-sv/icon/new/531.png,Audino,['normal'],"Healer, Regenerator, Klutz","['103', '60', '86', '60', '86', '50']"
531,#0532,/pokedex-sv/icon/new/532.png,Timburr,['fighting'],"Guts, Sheer Force, Iron Fist","['75', '80', '55', '25', '35', '35']"
532,#0533,/pokedex-sv/icon/new/533.png,Gurdurr,['fighting'],"Guts, Sheer Force, Iron Fist","['85', '105', '85', '40', '50', '40']"
533,#0534,/pokedex-sv/icon/new/534.png,Conkeldurr,['fighting'],"Guts, Sheer Force, Iron Fist","['105', '140', '95', '55', '65', '45']"
534,#0535,/pokedex-sv/icon/new/535.png,Tympole,['water'],"Swift Swim, Hydration, Water Absorb","['50', '50', '40', '50', '40', '64']"
535,#0536,/pokedex-sv/icon/new/536.png,Palpitoad,"['water', 'ground']","Swift Swim, Hydration, Water Absorb","['75', '65', '55', '65', '55', '69']"
536,#0537,/pokedex-sv/icon/new/537.png,Seismitoad,"['water', 'ground']","Swift Swim, Poison Touch, Water Absorb","['105', '95', '75', '85', '75', '74']"
537,#0538,/pokedex-sv/icon/new/538.png,Throh,['fighting'],"Guts, Inner Focus, Mold Breaker","['120', '100', '85', '30', '85', '45']"
538,#0539,/pokedex-sv/icon/new/539.png,Sawk,['fighting'],"Sturdy, Inner Focus, Mold Breaker","['75', '125', '75', '30', '75', '85']"
539,#0540,/pokedex-sv/icon/new/540.png,Sewaddle,"['bug', 'grass']","Swarm, Chlorophyll, Overcoat","['45', '53', '70', '40', '60', '42']"
540,#0541,/pokedex-sv/icon/new/541.png,Swadloon,"['bug', 'grass']","Leaf Guard, Chlorophyll, Overcoat","['55', '63', '90', '50', '80', '42']"
541,#0542,/pokedex-sv/icon/new/542.png,Leavanny,"['bug', 'grass']","Swarm, Chlorophyll, Overcoat","['75', '103', '80', '70', '80', '92']"
542,#0543,/pokedex-sv/icon/new/543.png,Venipede,"['bug', 'poison']","Poison Point, Swarm, Speed Boost","['30', '45', '59', '30', '39', '57']"
543,#0544,/pokedex-sv/icon/new/544.png,Whirlipede,"['bug', 'poison']","Poison Point, Swarm, Speed Boost","['40', '55', '99', '40', '79', '47']"
544,#0545,/pokedex-sv/icon/new/545.png,Scolipede,"['bug', 'poison']","Poison Point, Swarm, Speed Boost","['60', '100', '89', '55', '69', '112']"
545,#0546,/pokedex-sv/icon/new/546.png,Cottonee,"['grass', 'fairy']","Prankster, Infiltrator, Chlorophyll","['40', '27', '60', '37', '50', '66']"
546,#0547,/pokedex-sv/icon/new/547.png,Whimsicott,"['grass', 'fairy']","Prankster, Infiltrator, Chlorophyll","['60', '67', '85', '77', '75', '116']"
547,#0548,/pokedex-sv/icon/new/548.png,Petilil,['grass'],"Chlorophyll, Own Tempo, Leaf Guard","['45', '35', '50', '70', '50', '30']"
548,#0549,/pokedex-sv/icon/new/549.png,Lilligant,['grass'],"Chlorophyll, Own Tempo, Leaf Guard","['70', '60', '75', '110', '75', '90']"
549,#0550,/pokedex-sv/icon/new/550.png,Basculin,['water'],"Reckless, Adaptability, Mold Breaker","['70', '92', '65', '80', '55', '98']"
550,#0551,/pokedex-sv/icon/new/551.png,Sandile,"['ground', 'dark']","Intimidate, Moxie, Anger Point","['50', '72', '35', '35', '35', '65']"
551,#0552,/pokedex-sv/icon/new/552.png,Krokorok,"['ground', 'dark']","Intimidate, Moxie, Anger Point","['60', '82', '45', '45', '45', '74']"
552,#0553,/pokedex-sv/icon/new/553.png,Krookodile,"['ground', 'dark']","Intimidate, Moxie, Anger Point","['95', '117', '80', '65', '70', '92']"
553,#0554,/pokedex-sv/icon/new/554.png,Darumaka,['fire'],"Hustle, Inner Focus","['70', '90', '45', '15', '45', '50']"
554,#0555,/pokedex-sv/icon/new/555.png,Darmanitan,['fire'],"Sheer Force, Zen Mode","['105', '140', '55', '30', '55', '95']"
555,#0556,/pokedex-sv/icon/new/556.png,Maractus,['grass'],"Water Absorb, Chlorophyll, Storm Drain","['75', '86', '67', '106', '67', '60']"
556,#0557,/pokedex-sv/icon/new/557.png,Dwebble,"['bug', 'rock']","Sturdy, Shell Armor, Weak Armor","['50', '65', '85', '35', '35', '55']"
557,#0558,/pokedex-sv/icon/new/558.png,Crustle,"['bug', 'rock']","Sturdy, Shell Armor, Weak Armor","['70', '105', '125', '65', '75', '45']"
558,#0559,/pokedex-sv/icon/new/559.png,Scraggy,"['dark', 'fighting']","Shed Skin, Moxie, Intimidate","['50', '75', '70', '35', '70', '48']"
559,#0560,/pokedex-sv/icon/new/560.png,Scrafty,"['dark', 'fighting']","Shed Skin, Moxie, Intimidate","['65', '90', '115', '45', '115', '58']"
560,#0561,/pokedex-sv/icon/new/561.png,Sigilyph,"['psychic', 'flying']","Wonder Skin, Magic Guard, Tinted Lens","['72', '58', '80', '103', '80', '97']"
561,#0562,/pokedex-sv/icon/new/562.png,Yamask,['ghost'],Mummy,"['38', '30', '85', '55', '65', '30']"
562,#0563,/pokedex-sv/icon/new/563.png,Cofagrigus,['ghost'],Mummy,"['58', '50', '145', '95', '105', '30']"
563,#0564,/pokedex-sv/icon/new/564.png,Tirtouga,"['water', 'rock']","Solid Rock, Sturdy, Swift Swim","['54', '78', '103', '53', '45', '22']"
564,#0565,/pokedex-sv/icon/new/565.png,Carracosta,"['water', 'rock']","Solid Rock, Sturdy, Swift Swim","['74', '108', '133', '83', '65', '32']"
565,#0566,/pokedex-sv/icon/new/566.png,Archen,"['rock', 'flying']",Defeatist,"['55', '112', '45', '74', '45', '70']"
566,#0567,/pokedex-sv/icon/new/567.png,Archeops,"['rock', 'flying']",Defeatist,"['75', '140', '65', '112', '65', '110']"
567,#0568,/pokedex-sv/icon/new/568.png,Trubbish,['poison'],"Stench, Sticky Hold, Aftermath","['50', '50', '62', '40', '62', '65']"
568,#0569,/pokedex-sv/icon/new/569.png,Garbodor,['poison'],"Stench, Weak Armor, Aftermath","['80', '95', '82', '60', '82', '75']"
